morphology,injection_mode,bg_id,baseline_group,S_ref_jy,tau_ns,kpar,kperp,bias,null_median_bias,Z_PS
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,523.689497716895,0.1909566165232685,0.00494381046924773,0.022058919990740833,0.0020161131175200353,0.3158320000105919
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,536.1582952815829,0.19550320263096535,0.00494381046924773,0.04475868258327864,0.001256337488086956,0.6778224470759089
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,548.627092846271,0.20004978873866222,0.00494381046924773,0.02218999519357112,0.000291791560243837,1.163735515458318
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,561.0958904109589,0.2045963748463591,0.00494381046924773,0.013421016741517633,-0.00029821945008734474,0.6447014068284367
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,573.5646879756468,0.20914296095405596,0.00494381046924773,0.012149745582632931,-0.001051868715336468,0.61989270668836
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,586.0334855403349,0.21368954706175286,0.00494381046924773,0.005713349043162452,-0.005695750737174876,0.3116155100096329
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,598.5022831050229,0.2182361331694497,0.00494381046924773,-0.027462783778275934,-0.003403229772402483,-0.48446047844415635
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,610.9710806697108,0.22278271927714655,0.00494381046924773,-0.01970913487269854,0.009267922227991221,-0.736790870815874
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,623.4398782343989,0.22732930538484344,0.00494381046924773,0.01562274773446859,-0.0005719880769206043,0.5702520317236847
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,635.9086757990868,0.23187589149254034,0.00494381046924773,-0.002134843745835724,5.3438433887720294e-05,-0.11107256792021113
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,648.3774733637747,0.23642247760023719,0.00494381046924773,0.015532416103056335,0.00070769064383569,0.6842010897591347
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,660.8462709284628,0.24096906370793406,0.00494381046924773,-0.003961464627877831,-0.0010189520631911364,-0.16089832929967263
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,673.3150684931508,0.2455156498156309,0.00494381046924773,-0.018297393776379067,-0.00310283473521622,-0.5374719206418475
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,685.7838660578386,0.2500622359233278,0.00494381046924773,-0.013486768310144726,0.007881569584981207,-0.7002279190272934
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,698.2526636225267,0.2546088220310247,0.00494381046924773,0.007857173028696707,0.005223201029821212,0.05013453716943029
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,710.7214611872147,0.25915540813872157,0.00494381046924773,0.03900455962775595,1.5894910802671802e-05,0.5774892075348126
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,723.1902587519027,0.2637019942464184,0.00494381046924773,0.032587675774266245,-0.0029180389008161,0.6143468672512723
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,735.6590563165905,0.26824858035411525,0.00494381046924773,0.0066957649761718585,-0.0027168110856621297,0.5706665791333292
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,748.1278538812786,0.2727951664618122,0.00494381046924773,-0.002954372294283303,0.000677292584121858,-0.19137320653598228
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,760.5966514459666,0.277341752569509,0.00494381046924773,-0.011017642363668756,-0.0013724115441249296,-0.4272729497721346
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,773.0654490106544,0.28188833867720586,0.00494381046924773,0.0008926860375311207,0.0007557407743519207,0.01595851571758482
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,785.5342465753425,0.28643492478490273,0.00494381046924773,-0.0019474456651948913,0.0017182237586226279,-0.3799750825926846
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,798.0030441400305,0.29098151089259966,0.00494381046924773,-0.0060754491358352425,0.004801093784280397,-0.4752752424263512
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,810.4718417047184,0.2955280970002965,0.00494381046924773,0.0018765436644798683,-0.0025785441050345526,0.23027705576560417
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,822.9406392694065,0.3000746831079934,0.00494381046924773,-0.052742334182312334,-0.001291010555576122,-0.7454866265330079
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,835.4094368340944,0.3046212692156902,0.00494381046924773,-0.027600109263971717,0.012285935869499554,-0.5681895023024962
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,847.8782343987824,0.3091678553233871,0.00494381046924773,0.02807729172383233,0.0005347973766731684,0.43185399174455913
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,860.3470319634704,0.31371444143108396,0.00494381046924773,0.031572651140663766,0.0002497800601020117,0.7638598475262194
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,872.8158295281584,0.3182610275387808,0.00494381046924773,-0.00685576296451984,-0.0008030411044401831,-0.21946338610765997
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,885.2846270928463,0.3228076136464777,0.00494381046924773,-0.026253050481955142,-0.001620585532464247,-0.7003922234504457
