case,baseline_id,lst_stratum,lst_bin_id,beam,paired_beam,morphology,flux_jy,multiplicity,residual_model,sigma_cal,ell_nu_mhz,doppler_mode,PTE_max_1000,B_rel,PTE_absint_1000,paired_PTE_max_1000,paired_B_rel,paired_PTE_absint_1000,final_class,primary_seed,paired_seed,seed
4,0_1,typical,44,frozen_polybeam,full_polybeam,khz_comb,1000.0,single,smooth,0.01,1.0,linear,0.001998001998001998,0.03042642644263741,0.4955044955044955,0.001998001998001998,0.03495746379725449,0.5414585414585414,window-integrated candidate,20261839,20262247,10
4,0_1,typical,44,frozen_polybeam,full_polybeam,khz_comb,1000.0,single,smooth,0.01,5.0,linear,0.001998001998001998,0.030391664823470395,0.4975024975024975,0.004995004995004995,0.0349227699357612,0.5414585414585414,window-integrated candidate,20261839,20262247,10
5,0_1,typical,44,full_polybeam,frozen_polybeam,khz_comb,1000.0,single,white,0.0,,linear,0.004995004995004995,0.03487705799495972,0.5424575424575424,0.001998001998001998,0.030348640069162144,0.4995004995004995,window-integrated candidate,20262247,20261839,10
5,0_1,typical,44,full_polybeam,frozen_polybeam,khz_comb,1000.0,single,white,0.0001,,linear,0.004995004995004995,0.0348773158725678,0.5424575424575424,0.001998001998001998,0.03034889809129771,0.4995004995004995,window-integrated candidate,20262247,20261839,10
5,0_1,typical,44,full_polybeam,frozen_polybeam,khz_comb,1000.0,single,white,0.001,,linear,0.004995004995004995,0.03487362679066631,0.5424575424575424,0.001998001998001998,0.030345508254110126,0.4995004995004995,window-integrated candidate,20262247,20261839,10
5,0_1,typical,44,full_polybeam,frozen_polybeam,khz_comb,1000.0,single,white,0.01,,linear,0.004995004995004995,0.03488298787728823,0.5454545454545454,0.001998001998001998,0.030364269058252288,0.4965034965034965,window-integrated candidate,20262247,20261839,10
5,0_1,typical,44,full_polybeam,frozen_polybeam,khz_comb,1000.0,single,smooth,0.0,0.5,linear,0.004995004995004995,0.03487705799495972,0.5424575424575424,0.001998001998001998,0.030348640069162144,0.4995004995004995,window-integrated candidate,20262247,20261839,10
5,0_1,typical,44,full_polybeam,frozen_polybeam,khz_comb,1000.0,single,smooth,0.0,1.0,linear,0.004995004995004995,0.03487705799495972,0.5424575424575424,0.001998001998001998,0.030348640069162144,0.4995004995004995,window-integrated candidate,20262247,20261839,10
5,0_1,typical,44,full_polybeam,frozen_polybeam,khz_comb,1000.0,single,smooth,0.0,5.0,linear,0.004995004995004995,0.03487705799495972,0.5424575424575424,0.001998001998001998,0.030348640069162144,0.4995004995004995,window-integrated candidate,20262247,20261839,10
5,0_1,typical,44,full_polybeam,frozen_polybeam,khz_comb,1000.0,single,smooth,0.0001,0.5,linear,0.004995004995004995,0.034876954620922655,0.5424575424575424,0.001998001998001998,0.030348383251488607,0.4995004995004995,window-integrated candidate,20262247,20261839,10
5,0_1,typical,44,full_polybeam,frozen_polybeam,khz_comb,1000.0,single,smooth,0.0001,1.0,linear,0.004995004995004995,0.03487774922050913,0.5424575424575424,0.001998001998001998,0.030349308322979628,0.4995004995004995,window-integrated candidate,20262247,20261839,10
5,0_1,typical,44,full_polybeam,frozen_polybeam,khz_comb,1000.0,single,smooth,0.0001,5.0,linear,0.004995004995004995,0.0348766772097046,0.5424575424575424,0.001998001998001998,0.030348293280794095,0.4995004995004995,window-integrated candidate,20262247,20261839,10
5,0_1,typical,44,full_polybeam,frozen_polybeam,khz_comb,1000.0,single,smooth,0.001,0.5,linear,0.004995004995004995,0.034883520969068015,0.5424575424575424,0.001998001998001998,0.030356835421612445,0.4975024975024975,window-integrated candidate,20262247,20261839,10
